1372629804,126722.72073691135
1372630104,124082.60292130742
1372630404,126205.88707100399
1372630704,126023.26944093814
1372631004,150444.7074582697
1372631304,157526.56214643383
1372631604,154472.70184281128
1372631904,145555.9641698688
1372632204,144435.25306012266
1372632504,151940.35657752724
1372632804,142693.02115380808
1372633104,126918.61376000606
1372633404,147548.53545963738
1372633704,171067.83598919606
1372634004,170049.69794734236
1372634304,161476.67085202003
1372634604,156727.04724196048
1372634903,148402.3294564523
1372635203,144843.91378773644
1372635503,129235.8242841024
1372635803,128110.17555499137
1372636103,153401.74656417922
1372636403,155042.6248131553
1372636703,151613.0580388719
1372637004,157450.81791738205
1372637304,151491.22736471402
1372637604,141955.68229414272
1372637904,120340.54734237737
1372638204,121997.06255145874
1372638504,143832.79346169456
1372638804,158436.54391779826
1372639104,155407.8613698248
1372639404,151860.54699932097
1372639704,145800.978182882
1372640004,147298.90223004727
1372640304,124062.72002821267
1372640604,112614.87860607872
1372640904,121149.1629656907
1372641204,152044.69590934672
1372641504,159037.76130530532
1372641804,156629.6126274061
1372642104,150655.67609610595
1372642404,151826.71162388008
1372642704,149516.52070003597
1372643004,68443.39572580066
1372643005,63168.81507130994
1372643305,98733.73684112397
1372643605,119840.6411597881
1372643905,146137.61040694016
1372644205,161816.43709037008
1372644505,156387.14349915934
1372644805,155897.27096420137
1372645105,152473.41634577932
1372645405,147057.91641845275
1372645705,112594.66772122332
1372646005,111159.14959836609
1372646305,134480.78797423266
1372646605,149444.088960027
1372646905,152379.53270740865
1372647205,150736.4434041634
1372647505,147536.21922864733
1372647805,152385.19424884606
1372648105,123966.10566597302
1372648405,116223.69206153623
1372648705,129684.52510894659
1372649005,128634.84471147267
1372649305,137777.54090849118
1372649605,149876.35050380006
1372649905,159987.5806844553
1372650205,165708.02850059254
1372650505,144046.40121781602
1372650805,123775.96377363466
1372651105,135063.9911987807
1372651405,146715.17630726556
1372651705,134114.68081078143
1372652006,138682.6695419233
1372652306,149065.47902061662
1372652606,151356.47942690467
1372652906,136049.77694479335
1372653206,113048.49451376178
1372653506,116714.42600229809
1372653806,143350.90816699347
1372654106,136839.32732847537
1372654406,132668.0851301494
1372654706,128300.43224846208
1372655006,144623.72706004884
1372655306,144174.35698031136
1372655606,118977.6936410447
1372655906,104075.91920307465
1372656206,120211.17969918868
1372656506,145333.63806829095
1372656806,141775.26548538738
1372657106,134655.8004434834
1372657406,129717.58011506138
1372657706,142130.59081995132
1372658006,144522.84889699868
1372658306,122292.4138739892
1372658606,119151.03330481866
1372658906,141239.332185936
1372659206,150153.96092247407
1372659506,144759.90189388412
1372659806,141848.98480321348
1372660106,134290.50969211635
1372660407,128943.77664769486
1372660707,125588.48046462428
1372661007,111931.62876384502
1372661307,129094.86938792735
1372661607,144996.36359715334
